Date, MaxTemperature, MinTemperature, AvgTemperature, Precipitation, Snowfall
1874-01-01, 50, 29, 39.5, 0.01, M
1874-01-02, 60, 48, 54.0, 0.07, M
1874-01-03, 67, 42, 54.5, 0.00, M
1874-01-04, 70, 49, 59.5, 0.00, M
1874-01-05, 68, 42, 55.0, 0.12, M
1874-01-06, 61, 42, 51.5, 0.15, M
1874-01-07, 65, 52, 58.5, 0.98, M
1874-01-08, 55, 40, 47.5, 0.00, M
1874-01-09, 55, 34, 44.5, 0.00, M
1874-01-10, 56, 40, 48.0, 0.00, M
1874-01-11, 56, 40, 48.0, 0.00, M
1874-01-12, 44, 34, 39.0, 0.00, M
1874-01-13, 42, 36, 39.0, 0.28, M
1874-01-14, 43, 32, 37.5, 0.20, M
1874-01-15, 28, 22, 25.0, 0.00, M
1874-01-16, 26, 15, 20.5, 0.00, M
1874-01-17, 30, 20, 25.0, 0.00, M
1874-01-18, 48, 28, 38.0, 0.00, M
1874-01-19, 51, 38, 44.5, 0.00, M
1874-01-20, 51, 34, 42.5, 0.00, M
1874-01-21, 53, 42, 47.5, 0.00, M
1874-01-22, 70, 46, 58.0, 0.02, M
1874-01-23, 73, 48, 60.5, 0.00, M
1874-01-24, 51, 37, 44.0, 0.00, M
1874-01-25, 34, 26, 30.0, 0.00, M
1874-01-26, 38, 23, 30.5, 0.00, M
1874-01-27, 50, 32, 41.0, 0.01, M
1874-01-28, 60, 32, 46.0, 0.25, M
1874-01-29, 52, 36, 44.0, 0.00, M
1874-01-30, 55, 34, 44.5, 0.00, M
1874-01-31, 60, 40, 50.0, 0.00, M
1874-02-01, 43, 32, 37.5, 0.00, M
1874-02-02, 44, 32, 38.0, 1.16, M
1874-02-03, 39, 32, 35.5, 0.81, M
1874-02-04, 41, 31, 36.0, 0.00, M
1874-02-05, 38, 29, 33.5, 0.00, M
1874-02-06, 45, 33, 39.0, 0.36, M
1874-02-07, 45, 30, 37.5, 0.07, M
1874-02-08, 34, 29, 31.5, 0.00, M
1874-02-09, 34, 31, 32.5, 0.30, M
1874-02-10, 41, 29, 35.0, 0.00, M
1874-02-11, 51, 35, 43.0, 0.00, M
1874-02-12, 59, 35, 47.0, 0.00, M
1874-02-13, 65, 46, 55.5, 0.01, M
1874-02-14, 62, 43, 52.5, 0.19, M
1874-02-15, 47, 40, 43.5, 0.00, M
1874-02-16, 64, 40, 52.0, 0.00, M
1874-02-17, 47, 36, 41.5, 0.00, M
1874-02-18, 38, 30, 34.0, 0.00, M
1874-02-19, 54, 34, 44.0, 0.02, M
1874-02-20, 64, 42, 53.0, 0.00, M
1874-02-21, 73, 46, 59.5, 0.00, M
1874-02-22, 75, 54, 64.5, 0.00, M
1874-02-23, 77, 62, 69.5, 0.07, M
1874-02-24, 70, 34, 52.0, 0.09, M
1874-02-25, 40, 33, 36.5, 1.71, M
1874-02-26, 42, 32, 37.0, 0.00, M
1874-02-27, 49, 34, 41.5, 0.00, M
1874-02-28, 46, 36, 41.0, 0.00, M
1874-03-01, 53, 38, 45.5, 0.00, M
1874-03-02, 52, 42, 47.0, 0.01, M
1874-03-03, 70, 44, 57.0, 0.00, M
1874-03-04, 70, 47, 58.5, 0.00, M
1874-03-05, 47, 39, 43.0, 0.00, M
1874-03-06, 53, 43, 48.0, 0.12, M
1874-03-07, 69, 46, 57.5, 0.47, M
1874-03-08, 57, 39, 48.0, 0.00, M
1874-03-09, 48, 38, 43.0, 0.00, M
1874-03-10, 55, 37, 46.0, 0.00, M
1874-03-11, 50, 38, 44.0, 0.00, M
1874-03-12, 48, 33, 40.5, 0.00, M
1874-03-13, 38, 28, 33.0, 0.00, M
1874-03-14, 44, 28, 36.0, 0.00, M
1874-03-15, 46, 30, 38.0, 0.00, M
1874-03-16, 51, 38, 44.5, 1.11, M
1874-03-17, 57, 50, 53.5, 1.04, M
1874-03-18, 73, 51, 62.0, 0.00, M
1874-03-19, 78, 60, 69.0, 0.00, M
1874-03-20, 70, 43, 56.5, 0.50, M
1874-03-21, 59, 40, 49.5, 0.02, M
1874-03-22, 63, 47, 55.0, 0.02, M
1874-03-23, 58, 39, 48.5, 0.00, M
1874-03-24, 42, 28, 35.0, 0.00, M
1874-03-25, 56, 31, 43.5, 0.00, M
1874-03-26, 58, 48, 53.0, 0.92, M
1874-03-27, 58, 49, 53.5, 0.00, M
1874-03-28, 60, 46, 53.0, 0.00, M
1874-03-29, 52, 41, 46.5, 0.00, M
1874-03-30, 65, 39, 52.0, 0.00, M
1874-03-31, 58, 42, 50.0, 0.05, M
1874-04-01, 43, 39, 41.0, 0.72, M
1874-04-02, 44, 39, 41.5, 0.06, M
1874-04-03, 59, 37, 48.0, 0.00, M
1874-04-04, 62, 39, 50.5, 0.00, M
1874-04-05, 47, 33, 40.0, 0.02, M
1874-04-06, 80, 51, 65.5, 0.00, M
1874-04-07, 72, 50, 61.0, 0.25, M
1874-04-08, 55, 45, 50.0, 0.00, M
1874-04-09, 57, 44, 50.5, 1.40, M
1874-04-10, 61, 42, 51.5, 0.01, M
1874-04-11, 61, 38, 49.5, 0.00, M
1874-04-12, 51, 32, 41.5, 0.00, M
1874-04-13, 56, 32, 44.0, 0.00, M
1874-04-14, 70, 40, 55.0, 0.00, M
1874-04-15, 77, 59, 68.0, 0.00, M
1874-04-16, 64, 42, 53.0, 0.16, M
1874-04-17, 55, 44, 49.5, 0.42, M
1874-04-18, 49, 42, 45.5, 0.00, M
1874-04-19, 57, 44, 50.5, 0.74, M
1874-04-20, 77, 55, 66.0, 0.01, M
1874-04-21, 70, 52, 61.0, 0.00, M
1874-04-22, 60, 46, 53.0, 0.00, M
1874-04-23, 68, 50, 59.0, 0.79, M
1874-04-24, 54, 46, 50.0, 0.24, M
1874-04-25, 69, 45, 57.0, 0.63, M
1874-04-26, 59, 46, 52.5, 0.00, M
1874-04-27, 63, 44, 53.5, 0.00, M
1874-04-28, 76, 50, 63.0, 0.00, M
1874-04-29, 63, 38, 50.5, 0.52, M
1874-04-30, 64, 36, 50.0, 0.00, M
1874-05-01, 79, 51, 65.0, 0.00, M
1874-05-02, 67, 52, 59.5, 0.00, M
1874-05-03, 56, 44, 50.0, 0.00, M
1874-05-04, 61, 43, 52.0, 0.48, M
1874-05-05, 57, 47, 52.0, 0.33, M
1874-05-06, 62, 48, 55.0, 0.01, M
1874-05-07, 61, 49, 55.0, 0.00, M
1874-05-08, 78, 47, 62.5, 0.00, M
1874-05-09, 85, 45, 65.0, 0.00, M
1874-05-10, 90, 62, 76.0, 0.00, M
1874-05-11, 81, 51, 66.0, 0.00, M
1874-05-12, 58, 50, 54.0, 0.00, M
1874-05-13, 77, 51, 64.0, 0.00, M
1874-05-14, 78, 52, 65.0, 0.06, M
1874-05-15, 69, 61, 65.0, 0.16, M
1874-05-16, 82, 61, 71.5, 1.56, M
1874-05-17, 70, 60, 65.0, 0.00, M
1874-05-18, 69, 60, 64.5, 0.00, M
1874-05-19, 69, 51, 60.0, 0.00, M
1874-05-20, 78, 54, 66.0, 0.02, M
1874-05-21, 68, 54, 61.0, 0.83, M
1874-05-22, 69, 52, 60.5, 0.00, M
1874-05-23, 79, 55, 67.0, 0.00, M
1874-05-24, 79, 55, 67.0, 0.47, M
1874-05-25, 91, 61, 76.0, 0.05, M
1874-05-26, 82, 66, 74.0, 0.00, M
1874-05-27, 69, 59, 64.0, 0.00, M
1874-05-28, 82, 56, 69.0, 0.00, M
1874-05-29, 82, 62, 72.0, 0.00, M
1874-05-30, 74, 61, 67.5, 0.00, M
1874-05-31, 81, 60, 70.5, 0.00, M
1874-06-01, 86, 68, 77.0, 0.00, M
1874-06-02, 66, 55, 60.5, 0.00, M
1874-06-03, 69, 58, 63.5, 0.79, M
1874-06-04, 87, 57, 72.0, 0.35, M
1874-06-05, 89, 72, 80.5, 0.00, M
1874-06-06, 89, 72, 80.5, 0.39, M
1874-06-07, 93, 72, 82.5, 0.00, M
1874-06-08, 99, 75, 87.0, 0.00, M
1874-06-09, 102, 77, 89.5, 0.00, M
1874-06-10, 100, 74, 87.0, 0.00, M
1874-06-11, 92, 72, 82.0, 0.11, M
1874-06-12, 92, 69, 80.5, 0.16, M
1874-06-13, 86, 66, 76.0, 0.00, M
1874-06-14, 74, 62, 68.0, 0.00, M
1874-06-15, 77, 62, 69.5, 0.00, M
1874-06-16, 89, 63, 76.0, 0.00, M
1874-06-17, 87, 72, 79.5, 0.31, M
1874-06-18, 90, 69, 79.5, 0.00, M
1874-06-19, 80, 69, 74.5, 0.00, M
1874-06-20, 76, 64, 70.0, 0.00, M
1874-06-21, 80, 62, 71.0, 0.00, M
1874-06-22, 92, 63, 77.5, 0.00, M
1874-06-23, 97, 68, 82.5, 0.00, M
1874-06-24, 95, 74, 84.5, 0.02, M
1874-06-25, 95, 71, 83.0, 0.00, M
1874-06-26, 95, 71, 83.0, 0.42, M
1874-06-27, 89, 73, 81.0, 0.00, M
1874-06-28, 93, 74, 83.5, 0.00, M
1874-06-29, 95, 75, 85.0, 0.00, M
1874-06-30, 91, 71, 81.0, 0.94, M
1874-07-01, 85, 72, 78.5, 1.99, M
1874-07-02, 84, 69, 76.5, 1.99, M
1874-07-03, 83, 72, 77.5, 0.00, M
1874-07-04, 91, 70, 80.5, 0.00, M
1874-07-05, 88, 72, 80.0, 0.00, M
1874-07-06, 72, 64, 68.0, 0.00, M
1874-07-07, 83, 63, 73.0, 0.00, M
1874-07-08, 92, 68, 80.0, 0.00, M
1874-07-09, 93, 67, 80.0, 0.00, M
1874-07-10, 94, 69, 81.5, 0.00, M
1874-07-11, 93, 74, 83.5, 0.13, M
1874-07-12, 91, 72, 81.5, 0.09, M
1874-07-13, 88, 72, 80.0, 0.76, M
1874-07-14, 90, 71, 80.5, 0.00, M
1874-07-15, 96, 72, 84.0, 0.00, M
1874-07-16, 95, 65, 80.0, 1.01, M
1874-07-17, 80, 70, 75.0, 0.10, M
1874-07-18, 83, 67, 75.0, 0.00, M
1874-07-19, 84, 66, 75.0, 0.00, M
1874-07-20, 92, 67, 79.5, 0.00, M
1874-07-21, 93, 72, 82.5, 0.06, M
1874-07-22, 78, 67, 72.5, 0.42, M
1874-07-23, 79, 66, 72.5, 0.00, M
1874-07-24, 79, 64, 71.5, 0.00, M
1874-07-25, 86, 65, 75.5, 0.00, M
1874-07-26, 91, 69, 80.0, 0.00, M
1874-07-27, 88, 71, 79.5, 0.06, M
1874-07-28, 85, 69, 77.0, 0.21, M
1874-07-29, 85, 69, 77.0, 1.95, M
1874-07-30, 86, 67, 76.5, 0.04, M
1874-07-31, 86, 64, 75.0, 0.00, M
1874-08-01, 92, 68, 80.0, 0.25, M
1874-08-02, 84, 73, 78.5, 0.00, M
1874-08-03, 80, 67, 73.5, 0.00, M
1874-08-04, 79, 66, 72.5, 0.16, M
1874-08-05, 75, 65, 70.0, 0.00, M
1874-08-06, 79, 65, 72.0, 0.00, M
1874-08-07, 84, 65, 74.5, 0.76, M
1874-08-08, 81, 66, 73.5, 1.13, M
1874-08-09, 84, 66, 75.0, 0.00, M
1874-08-10, 90, 66, 78.0, 0.10, M
1874-08-11, 82, 70, 76.0, 0.14, M
1874-08-12, 86, 70, 78.0, 0.00, M
1874-08-13, 85, 73, 79.0, 0.09, M
1874-08-14, 79, 70, 74.5, 0.00, M
1874-08-15, 77, 68, 72.5, 0.09, M
1874-08-16, 76, 66, 71.0, 0.00, M
1874-08-17, 76, 67, 71.5, 0.00, M
1874-08-18, 84, 66, 75.0, 0.00, M
1874-08-19, 92, 67, 79.5, 0.00, M
1874-08-20, 94, 73, 83.5, 0.00, M
1874-08-21, 96, 74, 85.0, 0.00, M
1874-08-22, 89, 73, 81.0, 0.41, M
1874-08-23, 79, 72, 75.5, 0.66, M
1874-08-24, 73, 66, 69.5, 0.52, M
1874-08-25, 73, 65, 69.0, 0.05, M
1874-08-26, 73, 63, 68.0, 0.00, M
1874-08-27, 69, 61, 65.0, 0.00, M
1874-08-28, 70, 60, 65.0, 0.00, M
1874-08-29, 72, 60, 66.0, 0.00, M
1874-08-30, 73, 58, 65.5, 0.02, M
1874-08-31, 68, 58, 63.0, 0.86, M
1874-09-01, 79, 60, 69.5, 0.00, M
1874-09-02, 81, 64, 72.5, 0.00, M
1874-09-03, 83, 63, 73.0, 0.00, M
1874-09-04, 83, 66, 74.5, 0.00, M
1874-09-05, 82, 61, 71.5, 0.00, M
1874-09-06, 82, 66, 74.0, 0.00, M
1874-09-07, 82, 66, 74.0, 0.00, M
1874-09-08, 86, 66, 76.0, 0.52, M
1874-09-09, 76, 66, 71.0, 0.00, M
1874-09-10, 74, 66, 70.0, 0.00, M
1874-09-11, 82, 62, 72.0, 0.01, M
1874-09-12, 88, 66, 77.0, 0.00, M
1874-09-13, 82, 68, 75.0, 0.00, M
1874-09-14, 78, 68, 73.0, 0.00, M
1874-09-15, 82, 71, 76.5, 0.20, M
1874-09-16, 81, 72, 76.5, 0.34, M
1874-09-17, 78, 68, 73.0, 0.32, M
1874-09-18, 80, 68, 74.0, 0.00, M
1874-09-19, 81, 69, 75.0, 0.00, M
1874-09-20, 80, 64, 72.0, 1.78, M
1874-09-21, 69, 61, 65.0, 0.02, M
1874-09-22, 70, 58, 64.0, 0.00, M
1874-09-23, 72, 57, 64.5, 0.00, M
1874-09-24, 73, 57, 65.0, 0.00, M
1874-09-25, 77, 59, 68.0, 0.00, M
1874-09-26, 78, 58, 68.0, 0.00, M
1874-09-27, 80, 60, 70.0, 0.00, M
1874-09-28, 75, 61, 68.0, 0.43, M
1874-09-29, 69, 60, 64.5, 0.16, M
1874-09-30, 69, 54, 61.5, 0.00, M
1874-10-01, 68, 50, 59.0, 0.00, M
1874-10-02, 78, 54, 66.0, 0.00, M
1874-10-03, 69, 59, 64.0, 0.00, M
1874-10-04, 69, 56, 62.5, 0.00, M
1874-10-05, 60, 51, 55.5, 0.00, M
1874-10-06, 68, 48, 58.0, 0.00, M
1874-10-07, 76, 55, 65.5, 0.00, M
1874-10-08, 76, 60, 68.0, 0.01, M
1874-10-09, 74, 60, 67.0, 0.00, M
1874-10-10, 80, 62, 71.0, 0.00, M
1874-10-11, 80, 65, 72.5, 0.00, M
1874-10-12, 64, 54, 59.0, 0.00, M
1874-10-13, 55, 46, 50.5, 0.00, M
1874-10-14, 53, 41, 47.0, 0.00, M
1874-10-15, 59, 41, 50.0, 0.00, M
1874-10-16, 68, 43, 55.5, 0.00, M
1874-10-17, 73, 52, 62.5, 0.03, M
1874-10-18, 66, 54, 60.0, 0.00, M
1874-10-19, 58, 47, 52.5, 0.00, M
1874-10-20, 69, 43, 56.0, 0.00, M
1874-10-21, 73, 49, 61.0, 0.00, M
1874-10-22, 73, 51, 62.0, 0.00, M
1874-10-23, 71, 49, 60.0, 0.00, M
1874-10-24, 74, 57, 65.5, 0.00, M
1874-10-25, 65, 61, 63.0, 0.00, M
1874-10-26, 65, 56, 60.5, 0.00, M
1874-10-27, 70, 53, 61.5, 0.00, M
1874-10-28, 74, 53, 63.5, 0.00, M
1874-10-29, 79, 55, 67.0, 0.00, M
1874-10-30, 69, 54, 61.5, 0.00, M
1874-10-31, 56, 42, 49.0, 0.00, M
1874-11-01, 52, 34, 43.0, 0.00, M
1874-11-02, 54, 39, 46.5, 0.00, M
1874-11-03, 62, 40, 51.0, 0.00, M
1874-11-04, 65, 42, 53.5, 0.00, M
1874-11-05, 70, 49, 59.5, 0.00, M
1874-11-06, 66, 43, 54.5, 0.00, M
1874-11-07, 61, 49, 55.0, 0.00, M
1874-11-08, 68, 44, 56.0, 0.00, M
1874-11-09, 68, 53, 60.5, 0.00, M
1874-11-10, 74, 57, 65.5, 0.00, M
1874-11-11, 73, 54, 63.5, 0.03, M
1874-11-12, 61, 45, 53.0, 0.06, M
1874-11-13, 45, 40, 42.5, 0.00, M
1874-11-14, 41, 36, 38.5, 0.00, M
1874-11-15, 55, 36, 45.5, 0.00, M
1874-11-16, 55, 36, 45.5, 0.00, M
1874-11-17, 65, 43, 54.0, 0.00, M
1874-11-18, 70, 53, 61.5, 0.00, M
1874-11-19, 57, 41, 49.0, 1.68, M
1874-11-20, 52, 44, 48.0, 0.47, M
1874-11-21, 50, 38, 44.0, 0.00, M
1874-11-22, 52, 36, 44.0, 0.22, M
1874-11-23, 68, 52, 60.0, 0.32, M
1874-11-24, 57, 46, 51.5, 0.00, M
1874-11-25, 49, 37, 43.0, 0.00, M
1874-11-26, 42, 34, 38.0, 0.00, M
1874-11-27, 57, 36, 46.5, 0.00, M
1874-11-28, 67, 35, 51.0, 0.00, M
1874-11-29, 61, 35, 48.0, 0.61, M
1874-11-30, 41, 31, 36.0, 0.00, M
1874-12-01, 48, 39, 43.5, 0.00, M
1874-12-02, 61, 38, 49.5, 0.00, M
1874-12-03, 67, 43, 55.0, 0.00, M
1874-12-04, 58, 38, 48.0, 0.00, M
1874-12-05, 48, 36, 42.0, 0.00, M
1874-12-06, 50, 32, 41.0, 0.21, M
1874-12-07, 45, 42, 43.5, 1.57, M
1874-12-08, 45, 35, 40.0, 0.00, M
1874-12-09, 53, 31, 42.0, 0.00, M
1874-12-10, 46, 39, 42.5, 0.00, M
1874-12-11, 50, 40, 45.0, 0.00, M
1874-12-12, 45, 34, 39.5, 0.00, M
1874-12-13, 55, 34, 44.5, 0.00, M
1874-12-14, 58, 34, 46.0, 0.00, M
1874-12-15, 35, 24, 29.5, 0.00, M
1874-12-16, 45, 26, 35.5, 0.00, M
1874-12-17, 59, 38, 48.5, 0.02, M
1874-12-18, 45, 38, 41.5, 0.00, M
1874-12-19, 54, 29, 41.5, 0.00, M
1874-12-20, 60, 34, 47.0, 2.36, M
1874-12-21, 42, 35, 38.5, 0.04, M
1874-12-22, 51, 34, 42.5, 0.32, M
1874-12-23, 52, 39, 45.5, 0.00, M
1874-12-24, 50, 40, 45.0, 0.00, M
1874-12-25, 50, 34, 42.0, 0.00, M
1874-12-26, 57, 33, 45.0, 0.03, M
1874-12-27, 56, 47, 51.5, 0.00, M
1874-12-28, 73, 52, 62.5, 0.00, M
1874-12-29, 68, 45, 56.5, 0.02, M
1874-12-30, 45, 34, 39.5, 0.00, M
1874-12-31, 34, 25, 29.5, 0.01, M
1875-01-01, 41, 24, 32.5, 0.25, M
1875-01-02, 49, 35, 42.0, 0.75, M
1875-01-03, 47, 33, 40.0, 0.30, M
1875-01-04, 47, 39, 43.0, 1.16, M
1875-01-05, 41, 33, 37.0, 0.00, M
1875-01-06, 39, 28, 33.5, 0.06, M
1875-01-07, 42, 34, 38.0, 0.54, M
1875-01-08, 41, 34, 37.5, 0.00, M
1875-01-09, 47, 34, 40.5, 0.00, M
1875-01-10, 24, 14, 19.0, 0.00, M
1875-01-11, 31, 20, 25.5, 0.01, M
1875-01-12, 36, 30, 33.0, 0.38, M
1875-01-13, 43, 32, 37.5, 0.05, M
1875-01-14, 45, 34, 39.5, 0.00, M
1875-01-15, 34, 24, 29.0, 0.00, M
1875-01-16, 42, 23, 32.5, 0.00, M
1875-01-17, 32, 23, 27.5, 0.00, M
1875-01-18, 34, 27, 30.5, 0.18, M
1875-01-19, 29, 24, 26.5, 0.00, M
1875-01-20, 27, 22, 24.5, 0.00, M
1875-01-21, 39, 25, 32.0, 0.01, M
1875-01-22, 54, 38, 46.0, 0.14, M
1875-01-23, 40, 34, 37.0, 0.00, M
1875-01-24, 52, 32, 42.0, 0.39, M
1875-01-25, 44, 34, 39.0, 0.00, M
1875-01-26, 36, 29, 32.5, 0.00, M
1875-01-27, 50, 26, 38.0, 0.00, M
1875-01-28, 54, 42, 48.0, 0.43, M
1875-01-29, 54, 40, 47.0, 1.24, M
1875-01-30, 46, 34, 40.0, 0.00, M
1875-01-31, 48, 37, 42.5, 0.00, M
1875-02-01, 39, 28, 33.5, 0.00, M
1875-02-02, 35, 30, 32.5, 0.00, M
1875-02-03, 63, 45, 54.0, 0.13, M
1875-02-04, 59, 38, 48.5, 0.00, M
1875-02-05, 32, 20, 26.0, 0.00, M
1875-02-06, 44, 26, 35.0, 0.00, M
1875-02-07, 33, 16, 24.5, 0.04, M
1875-02-08, 28, 14, 21.0, 0.00, M
1875-02-09, 25, 11, 18.0, 0.00, M
1875-02-10, 26, 9, 17.5, 0.00, M
1875-02-11, 55, 26, 40.5, 0.62, M
1875-02-12, 45, 25, 35.0, 0.00, M
1875-02-13, 55, 38, 46.5, 0.00, M
1875-02-14, 48, 33, 40.5, 0.02, M
1875-02-15, 34, 22, 28.0, 0.00, M
1875-02-16, 28, 19, 23.5, 0.00, M
1875-02-17, 50, 24, 37.0, 0.00, M
1875-02-18, 34, 19, 26.5, 0.00, M
1875-02-19, 36, 26, 31.0, 0.03, M
1875-02-20, 44, 34, 39.0, 0.47, M
1875-02-21, 48, 32, 40.0, 0.00, M
1875-02-22, 58, 34, 46.0, 0.00, M
1875-02-23, 64, 42, 53.0, 0.22, M
1875-02-24, 71, 56, 63.5, 0.76, M
1875-02-25, 76, 59, 67.5, 0.66, M
1875-02-26, 56, 38, 47.0, 0.00, M
1875-02-27, 61, 40, 50.5, 0.00, M
1875-02-28, 42, 30, 36.0, 0.00, M
1875-03-01, 64, 30, 47.0, 0.05, M
1875-03-02, 70, 44, 57.0, 1.87, M
1875-03-03, 47, 36, 41.5, 0.55, M
1875-03-04, 38, 32, 35.0, 0.00, M
1875-03-05, 41, 34, 37.5, 0.35, M
1875-03-06, 44, 36, 40.0, 0.03, M
1875-03-07, 49, 39, 44.0, 2.78, M
1875-03-08, 44, 36, 40.0, 0.01, M
1875-03-09, 54, 35, 44.5, 0.00, M
1875-03-10, 54, 41, 47.5, 0.00, M
1875-03-11, 58, 37, 47.5, 0.00, M
1875-03-12, 66, 50, 58.0, 0.00, M
1875-03-13, 69, 44, 56.5, 0.00, M
1875-03-14, 64, 40, 52.0, 0.00, M
1875-03-15, 74, 57, 65.5, 0.44, M
1875-03-16, 65, 48, 56.5, 0.22, M
1875-03-17, 49, 37, 43.0, 0.00, M
1875-03-18, 50, 32, 41.0, 0.00, M
1875-03-19, 64, 37, 50.5, 0.00, M
1875-03-20, 64, 43, 53.5, 1.22, M
1875-03-21, 44, 34, 39.0, 0.02, M
1875-03-22, 37, 28, 32.5, 0.01, M
1875-03-23, 37, 26, 31.5, 0.00, M
1875-03-24, 48, 32, 40.0, 0.22, M
1875-03-25, 47, 37, 42.0, 0.00, M
1875-03-26, 62, 34, 48.0, 0.00, M
1875-03-27, 60, 47, 53.5, 0.04, M
1875-03-28, 54, 42, 48.0, 0.00, M
1875-03-29, 45, 40, 42.5, 0.25, M
1875-03-30, 51, 40, 45.5, 0.03, M
1875-03-31, 68, 46, 57.0, 0.00, M
1875-04-01, 73, 54, 63.5, 0.00, M
1875-04-02, 76, 56, 66.0, 0.00, M
1875-04-03, 66, 42, 54.0, 1.25, M
1875-04-04, 58, 41, 49.5, 0.16, M
1875-04-05, 60, 48, 54.0, 0.00, M
1875-04-06, 60, 44, 52.0, 0.00, M
1875-04-07, 62, 45, 53.5, 0.00, M
1875-04-08, 62, 45, 53.5, 0.00, M
1875-04-09, 80, 54, 67.0, 0.00, M
1875-04-10, 60, 44, 52.0, 0.04, M
1875-04-11, 60, 49, 54.5, 0.11, M
1875-04-12, 58, 48, 53.0, 0.20, M
1875-04-13, 59, 46, 52.5, 0.07, M
1875-04-14, 58, 41, 49.5, 0.00, M
1875-04-15, 66, 41, 53.5, 0.00, M
1875-04-16, 72, 41, 56.5, 0.00, M
1875-04-17, 46, 34, 40.0, 0.00, M
1875-04-18, 46, 28, 37.0, 0.03, M
1875-04-19, 60, 27, 43.5, 0.00, M
1875-04-20, 56, 43, 49.5, 0.00, M
1875-04-21, 51, 39, 45.0, 0.00, M
1875-04-22, 51, 37, 44.0, 0.00, M
1875-04-23, 58, 38, 48.0, 0.00, M
1875-04-24, 68, 41, 54.5, 0.00, M
1875-04-25, 61, 40, 50.5, 0.00, M
1875-04-26, 71, 44, 57.5, 0.00, M
1875-04-27, 61, 54, 57.5, 1.34, M
1875-04-28, 62, 46, 54.0, 0.03, M
1875-04-29, 70, 44, 57.0, 0.00, M
1875-04-30, 75, 55, 65.0, 0.00, M
1875-05-01, 80, 55, 67.5, 0.00, M
1875-05-02, 70, 54, 62.0, 0.00, M
1875-05-03, 61, 47, 54.0, 0.00, M
1875-05-04, 62, 48, 55.0, 0.20, M
1875-05-05, 64, 45, 54.5, 0.00, M
1875-05-06, 74, 54, 64.0, 0.41, M
1875-05-07, 64, 52, 58.0, 0.00, M
1875-05-08, 81, 50, 65.5, 0.00, M
1875-05-09, 93, 68, 80.5, 0.00, M
1875-05-10, 88, 56, 72.0, 0.00, M
1875-05-11, 81, 54, 67.5, 0.16, M
1875-05-12, 84, 62, 73.0, 0.03, M
1875-05-13, 66, 53, 59.5, 0.00, M
1875-05-14, 70, 52, 61.0, 0.00, M
1875-05-15, 86, 56, 71.0, 1.07, M
1875-05-16, 60, 51, 55.5, 0.00, M
1875-05-17, 58, 47, 52.5, 0.00, M
1875-05-18, 60, 48, 54.0, 0.00, M
1875-05-19, 71, 46, 58.5, 0.00, M
1875-05-20, 82, 46, 64.0, 0.00, M
1875-05-21, 88, 62, 75.0, 0.00, M
1875-05-22, 90, 64, 77.0, 0.00, M
1875-05-23, 90, 66, 78.0, 0.00, M
1875-05-24, 78, 66, 72.0, 0.03, M
1875-05-25, 78, 66, 72.0, 0.35, M
1875-05-26, 76, 64, 70.0, 0.04, M
1875-05-27, 72, 58, 65.0, 0.00, M
1875-05-28, 75, 57, 66.0, 0.00, M
1875-05-29, 86, 56, 71.0, 0.00, M
1875-05-30, 72, 62, 67.0, 0.00, M
1875-05-31, 80, 56, 68.0, 0.00, M
1875-06-01, 76, 59, 67.5, 0.00, M
1875-06-02, 78, 57, 67.5, 0.01, M
1875-06-03, 81, 62, 71.5, 0.00, M
1875-06-04, 80, 64, 72.0, 0.00, M
1875-06-05, 90, 66, 78.0, 0.00, M
1875-06-06, 90, 71, 80.5, 0.00, M
1875-06-07, 90, 62, 76.0, 0.40, M
1875-06-08, 67, 57, 62.0, 0.15, M
1875-06-09, 65, 58, 61.5, 0.12, M
1875-06-10, 77, 61, 69.0, 0.00, M
1875-06-11, 82, 62, 72.0, 0.00, M
1875-06-12, 85, 62, 73.5, 0.00, M
1875-06-13, 70, 61, 65.5, 0.15, M
1875-06-14, 78, 61, 69.5, 0.00, M
1875-06-15, 87, 61, 74.0, 0.15, M
1875-06-16, 73, 63, 68.0, 0.04, M
1875-06-17, 80, 60, 70.0, 0.00, M
1875-06-18, 84, 65, 74.5, 0.36, M
1875-06-19, 78, 58, 68.0, 0.00, M
1875-06-20, 84, 64, 74.0, 0.00, M
1875-06-21, 83, 65, 74.0, 0.00, M
1875-06-22, 86, 68, 77.0, 0.00, M
1875-06-23, 89, 71, 80.0, 0.00, M
1875-06-24, 97, 73, 85.0, 0.00, M
1875-06-25, 96, 75, 85.5, 0.00, M
1875-06-26, 98, 77, 87.5, 0.00, M
1875-06-27, 97, 77, 87.0, 0.00, M
1875-06-28, 98, 78, 88.0, 0.00, M
1875-06-29, 96, 76, 86.0, 0.00, M
1875-06-30, 90, 76, 83.0, 0.00, M
1875-07-01, 96, 73, 84.5, 0.00, M
1875-07-02, 82, 71, 76.5, 0.00, M
1875-07-03, 84, 69, 76.5, 0.00, M
1875-07-04, 90, 69, 79.5, 0.00, M
1875-07-05, 91, 72, 81.5, 0.00, M
1875-07-06, 95, 76, 85.5, 0.91, M
1875-07-07, 94, 73, 83.5, 1.21, M
1875-07-08, 87, 72, 79.5, 0.00, M
1875-07-09, 87, 73, 80.0, 0.28, M
1875-07-10, 93, 72, 82.5, 0.12, M
1875-07-11, 89, 78, 83.5, 0.03, M
1875-07-12, 88, 72, 80.0, 1.19, M
