Date, MaxTemperature, MinTemperature, AvgTemperature, Precipitation, Snowfall
1898-11-18, 56, 49, 52.5, 0.18, 0.0
1898-11-19, 58, 48, 53.0, 0.40, 0.0
1898-11-20, 56, 42, 49.0, 0.00, 0.0
1898-11-21, 56, 39, 47.5, 0.00, 0.0
1898-11-22, 63, 42, 52.5, 0.02, 0.0
1898-11-23, 59, 41, 50.0, 0.10, 0.0
1898-11-24, 41, 33, 37.0, 0.01, T
1898-11-25, 40, 30, 35.0, 0.00, 0.0
1898-11-26, 38, 30, 34.0, 0.41, 0.0
1898-11-27, 43, 29, 36.0, 0.01, T
1898-11-28, 42, 32, 37.0, 0.00, 0.1
1898-11-29, 51, 37, 44.0, 0.71, 0.0
1898-11-30, 50, 38, 44.0, 0.05, 0.0
1898-12-01, 58, 44, 51.0, 0.00, 0.0
1898-12-02, 51, 38, 44.5, 0.00, 0.0
1898-12-03, 50, 46, 48.0, 0.41, 0.0
1898-12-04, 60, 43, 51.5, 0.33, 0.0
1898-12-05, 48, 37, 42.5, 0.00, 0.0
1898-12-06, 50, 30, 40.0, 0.00, 0.0
1898-12-07, 46, 35, 40.5, 0.00, 0.0
1898-12-08, 42, 30, 36.0, 0.00, 0.0
1898-12-09, 34, 25, 29.5, 0.00, 0.0
1898-12-10, 42, 20, 31.0, 0.00, 0.0
1898-12-11, 49, 27, 38.0, 0.00, 0.0
1898-12-12, 41, 31, 36.0, 0.08, 0.1
1898-12-13, 39, 27, 33.0, 0.00, 0.0
1898-12-14, 30, 21, 25.5, 0.00, 0.0
1898-12-15, 46, 20, 33.0, 0.00, 0.0
1898-12-16, 51, 27, 39.0, 0.00, 0.0
1898-12-17, 53, 34, 43.5, 0.12, 0.0
1898-12-18, 54, 28, 41.0, 0.00, 0.0
1898-12-19, 55, 37, 46.0, 0.01, 0.0
1898-12-20, 68, 55, 61.5, 0.88, 0.0
1898-12-21, 63, 46, 54.5, 0.05, 0.0
1898-12-22, 64, 48, 56.0, 0.01, 0.0
1898-12-23, 62, 46, 54.0, 0.00, 0.0
1898-12-24, 53, 43, 48.0, 0.00, 0.0
1898-12-25, 47, 40, 43.5, 0.00, 0.0
1898-12-26, 48, 32, 40.0, 0.00, 0.0
1898-12-27, 48, 30, 39.0, 0.00, 0.0
1898-12-28, 45, 31, 38.0, 0.00, 0.0
1898-12-29, 65, 31, 48.0, 0.00, 0.0
1898-12-30, 70, 49, 59.5, 0.00, 0.0
1898-12-31, 65, 33, 49.0, 0.01, 0.0
1899-01-01, 33, 20, 26.5, 0.18, 0.6
1899-01-02, 29, 18, 23.5, 0.00, 0.0
1899-01-03, 47, 25, 36.0, 0.00, 0.0
1899-01-04, 67, 43, 55.0, 0.00, 0.0
1899-01-05, 67, 44, 55.5, 0.02, 0.0
1899-01-06, 73, 41, 57.0, 0.00, 0.0
1899-01-07, 50, 29, 39.5, 0.11, 0.0
1899-01-08, 45, 26, 35.5, 0.00, 0.0
1899-01-09, 55, 31, 43.0, 0.00, 0.0
1899-01-10, 44, 30, 37.0, 0.00, 0.0
1899-01-11, 31, 23, 27.0, T, T
1899-01-12, 46, 31, 38.5, 0.26, 0.0
1899-01-13, 47, 36, 41.5, 0.34, 0.0
1899-01-14, 66, 41, 53.5, 0.93, 0.0
1899-01-15, 62, 41, 51.5, 0.00, 0.0
1899-01-16, 53, 41, 47.0, 0.20, 0.0
1899-01-17, 58, 42, 50.0, 0.13, 0.0
1899-01-18, 44, 35, 39.5, 0.01, 0.0
1899-01-19, 35, 29, 32.0, T, 0.0
1899-01-20, 39, 29, 34.0, 0.00, 0.0
1899-01-21, 50, 30, 40.0, 0.00, 0.0
1899-01-22, 60, 38, 49.0, 0.00, 0.0
1899-01-23, 60, 39, 49.5, 0.00, 0.0
1899-01-24, 66, 46, 56.0, 0.00, 0.0
1899-01-25, 55, 36, 45.5, 0.20, 0.0
1899-01-26, 57, 35, 46.0, 0.00, 0.0
1899-01-27, 51, 30, 40.5, 0.00, 0.0
1899-01-28, 33, 26, 29.5, 0.39, 3.9
1899-01-29, 40, 19, 29.5, 0.01, 0.1
1899-01-30, 48, 28, 38.0, 0.00, 0.0
1899-01-31, 43, 25, 34.0, 0.27, 0.0
1899-02-01, 25, 18, 21.5, 0.08, 0.8
1899-02-02, 50, 22, 36.0, 0.00, 0.0
1899-02-03, 63, 41, 52.0, 0.08, 0.0
1899-02-04, 66, 39, 52.5, 0.46, 0.0
1899-02-05, 42, 33, 37.5, 0.28, 0.0
1899-02-06, 41, 33, 37.0, 0.82, 0.0
1899-02-07, 36, 32, 34.0, 0.76, 0.0
1899-02-08, 34, 23, 28.5, 0.29, 0.1
1899-02-09, 29, 12, 20.5, T, T
1899-02-10, 16, 5, 10.5, 0.00, 0.0
1899-02-11, 17, 8, 12.5, 0.11, 1.1
1899-02-12, 20, 14, 17.0, 0.79, 7.9
1899-02-13, 13, 9, 11.0, 0.45, 4.5
1899-02-14, 32, 3, 17.5, T, T
1899-02-15, 45, 14, 29.5, 0.00, 0.0
1899-02-16, 54, 30, 42.0, 0.49, 0.0
1899-02-17, 50, 36, 43.0, 0.00, 0.0
1899-02-18, 48, 34, 41.0, 0.00, 0.0
1899-02-19, 52, 35, 43.5, 0.00, 0.0
1899-02-20, 63, 38, 50.5, 0.00, 0.0
1899-02-21, 62, 46, 54.0, T, 0.0
1899-02-22, 71, 44, 57.5, 0.18, 0.0
1899-02-23, 58, 40, 49.0, 0.12, 0.0
1899-02-24, 43, 34, 38.5, 0.00, 0.0
1899-02-25, 44, 32, 38.0, 0.00, 0.0
1899-02-26, 63, 36, 49.5, 0.00, 0.0
1899-02-27, 62, 40, 51.0, 0.64, 0.0
1899-02-28, 54, 36, 45.0, 0.00, 0.0
1899-03-01, 62, 41, 51.5, 0.00, 0.0
1899-03-02, 72, 46, 59.0, T, 0.0
1899-03-03, 46, 38, 42.0, 0.50, 0.0
1899-03-04, 72, 44, 58.0, 1.64, 0.0
1899-03-05, 67, 42, 54.5, 0.64, 0.0
1899-03-06, 48, 36, 42.0, 0.00, 0.1
1899-03-07, 41, 17, 29.0, 0.34, 0.0
1899-03-08, 42, 24, 33.0, 0.00, 0.0
1899-03-09, 67, 32, 49.5, 0.00, 0.0
1899-03-10, 57, 39, 48.0, 0.00, 0.0
1899-03-11, 67, 38, 52.5, 0.00, 0.0
1899-03-12, 74, 54, 64.0, 0.00, 0.0
1899-03-13, 65, 45, 55.0, 0.00, 0.0
1899-03-14, 45, 39, 42.0, 0.78, 0.0
1899-03-15, 51, 39, 45.0, 0.78, 0.0
1899-03-16, 52, 41, 46.5, 0.00, 0.0
1899-03-17, 47, 37, 42.0, 0.00, 0.0
1899-03-18, 70, 38, 54.0, T, 0.0
1899-03-19, 69, 42, 55.5, 0.23, 0.0
1899-03-20, 56, 35, 45.5, 0.00, 0.0
1899-03-21, 48, 37, 42.5, T, 0.0
1899-03-22, 72, 48, 60.0, 0.03, 0.0
1899-03-23, 66, 44, 55.0, 0.01, 0.0
1899-03-24, 48, 37, 42.5, 0.00, 0.0
1899-03-25, 57, 36, 46.5, 0.01, 0.0
1899-03-26, 59, 45, 52.0, T, 0.0
1899-03-27, 45, 39, 42.0, 0.13, 0.0
1899-03-28, 61, 40, 50.5, 0.22, 0.0
1899-03-29, 63, 37, 50.0, 0.15, 0.0
1899-03-30, 63, 38, 50.5, 0.00, 0.0
1899-03-31, 71, 53, 62.0, 0.66, 0.0
1899-04-01, 55, 40, 47.5, 0.00, 0.0
1899-04-02, 52, 35, 43.5, 0.00, 0.0
1899-04-03, 48, 37, 42.5, 0.00, 0.0
1899-04-04, 41, 33, 37.0, 0.24, T
1899-04-05, 48, 36, 42.0, 0.00, 0.0
1899-04-06, 54, 34, 44.0, 0.00, 0.0
1899-04-07, 63, 42, 52.5, 0.57, 0.0
1899-04-08, 64, 47, 55.5, 0.53, 0.0
1899-04-09, 52, 43, 47.5, T, 0.0
1899-04-10, 53, 41, 47.0, 0.00, 0.0
1899-04-11, 61, 40, 50.5, 0.00, 0.0
1899-04-12, 72, 45, 58.5, 0.00, 0.0
1899-04-13, 82, 57, 69.5, T, 0.0
1899-04-14, 86, 58, 72.0, 0.00, 0.0
1899-04-15, 68, 54, 61.0, 0.02, 0.0
1899-04-16, 62, 46, 54.0, 0.06, 0.0
1899-04-17, 66, 40, 53.0, 0.00, 0.0
1899-04-18, 73, 46, 59.5, 0.00, 0.0
1899-04-19, 65, 54, 59.5, 0.00, 0.0
1899-04-20, 67, 49, 58.0, 0.00, 0.0
1899-04-21, 78, 48, 63.0, 0.00, 0.0
1899-04-22, 60, 46, 53.0, 0.00, 0.0
1899-04-23, 69, 44, 56.5, 0.00, 0.0
1899-04-24, 80, 51, 65.5, 0.00, 0.0
1899-04-25, 78, 56, 67.0, T, 0.0
1899-04-26, 70, 58, 64.0, 0.52, 0.0
1899-04-27, 66, 54, 60.0, 0.01, 0.0
1899-04-28, 62, 50, 56.0, T, 0.0
1899-04-29, 73, 52, 62.5, 0.00, 0.0
1899-04-30, 78, 54, 66.0, 0.00, 0.0
1899-05-01, 83, 57, 70.0, 0.00, 0.0
1899-05-02, 87, 60, 73.5, 0.00, 0.0
1899-05-03, 80, 50, 65.0, 0.00, 0.0
1899-05-04, 59, 49, 54.0, 0.04, 0.0
1899-05-05, 65, 48, 56.5, T, 0.0
1899-05-06, 69, 57, 63.0, 0.23, 0.0
1899-05-07, 70, 59, 64.5, 0.05, 0.0
1899-05-08, 83, 59, 71.0, 0.15, 0.0
1899-05-09, 75, 59, 67.0, 0.24, 0.0
1899-05-10, 72, 58, 65.0, 0.00, 0.0
1899-05-11, 75, 59, 67.0, 0.32, 0.0
1899-05-12, 82, 64, 73.0, 0.01, 0.0
1899-05-13, 80, 64, 72.0, 0.07, 0.0
1899-05-14, 68, 56, 62.0, 0.00, 0.0
1899-05-15, 81, 54, 67.5, 0.00, 0.0
1899-05-16, 88, 58, 73.0, 0.00, 0.0
1899-05-17, 85, 59, 72.0, 0.00, 0.0
1899-05-18, 73, 59, 66.0, T, 0.0
1899-05-19, 67, 60, 63.5, 0.13, 0.0
1899-05-20, 69, 54, 61.5, 0.00, 0.0
1899-05-21, 68, 58, 63.0, 0.00, 0.0
1899-05-22, 68, 54, 61.0, 0.25, 0.0
1899-05-23, 60, 52, 56.0, 0.19, 0.0
1899-05-24, 64, 51, 57.5, 0.00, 0.0
1899-05-25, 65, 51, 58.0, 0.00, 0.0
1899-05-26, 70, 52, 61.0, 0.00, 0.0
1899-05-27, 82, 55, 68.5, 0.00, 0.0
1899-05-28, 88, 64, 76.0, 0.00, 0.0
1899-05-29, 87, 64, 75.5, 0.00, 0.0
1899-05-30, 87, 67, 77.0, 0.01, 0.0
1899-05-31, 90, 68, 79.0, T, 0.0
1899-06-01, 90, 64, 77.0, 0.33, 0.0
1899-06-02, 85, 64, 74.5, 1.89, 0.0
1899-06-03, 79, 67, 73.0, T, 0.0
1899-06-04, 83, 64, 73.5, 0.00, 0.0
1899-06-05, 90, 66, 78.0, 0.00, 0.0
1899-06-06, 92, 71, 81.5, 0.00, 0.0
1899-06-07, 98, 74, 86.0, 0.00, 0.0
1899-06-08, 99, 76, 87.5, 0.00, 0.0
1899-06-09, 94, 69, 81.5, 0.24, 0.0
1899-06-10, 87, 68, 77.5, 2.49, 0.0
1899-06-11, 71, 67, 69.0, T, 0.0
1899-06-12, 78, 67, 72.5, 0.43, 0.0
1899-06-13, 89, 72, 80.5, T, 0.0
1899-06-14, 88, 74, 81.0, T, 0.0
1899-06-15, 95, 73, 84.0, 0.00, 0.0
1899-06-16, 79, 67, 73.0, 0.00, 0.0
1899-06-17, 69, 61, 65.0, 0.00, 0.0
1899-06-18, 72, 64, 68.0, 0.00, 0.0
1899-06-19, 84, 62, 73.0, 0.00, 0.0
1899-06-20, 88, 63, 75.5, 0.00, 0.0
1899-06-21, 86, 69, 77.5, 0.00, 0.0
1899-06-22, 79, 67, 73.0, 0.00, 0.0
1899-06-23, 84, 65, 74.5, 0.00, 0.0
1899-06-24, 90, 67, 78.5, 0.00, 0.0
1899-06-25, 88, 67, 77.5, 0.00, 0.0
1899-06-26, 76, 71, 73.5, T, 0.0
1899-06-27, 83, 69, 76.0, 0.01, 0.0
1899-06-28, 89, 67, 78.0, 0.00, 0.0
1899-06-29, 88, 66, 77.0, 0.28, 0.0
1899-06-30, 76, 63, 69.5, 0.00, 0.0
1899-07-01, 78, 61, 69.5, 0.00, 0.0
1899-07-02, 85, 62, 73.5, 0.00, 0.0
1899-07-03, 87, 65, 76.0, 0.00, 0.0
1899-07-04, 89, 71, 80.0, 0.03, 0.0
1899-07-05, 91, 72, 81.5, 0.01, 0.0
1899-07-06, 89, 73, 81.0, 0.06, 0.0
1899-07-07, 86, 74, 80.0, T, 0.0
1899-07-08, 88, 68, 78.0, 0.79, 0.0
1899-07-09, 80, 68, 74.0, 0.79, 0.0
1899-07-10, 82, 67, 74.5, 0.00, 0.0
1899-07-11, 83, 66, 74.5, 0.00, 0.0
1899-07-12, 90, 66, 78.0, 0.00, 0.0
1899-07-13, 94, 71, 82.5, 0.00, 0.0
1899-07-14, 87, 71, 79.0, 0.04, 0.0
1899-07-15, 89, 70, 79.5, 0.54, 0.0
1899-07-16, 95, 73, 84.0, 0.00, 0.0
1899-07-17, 92, 69, 80.5, 0.66, 0.0
1899-07-18, 85, 72, 78.5, 0.06, 0.0
1899-07-19, 90, 68, 79.0, 0.00, 0.0
1899-07-20, 92, 71, 81.5, 0.00, 0.0
1899-07-21, 91, 71, 81.0, 0.00, 0.0
1899-07-22, 88, 74, 81.0, 0.01, 0.0
1899-07-23, 87, 74, 80.5, T, 0.0
1899-07-24, 82, 74, 78.0, 0.15, 0.0
1899-07-25, 80, 72, 76.0, 0.50, 0.0
1899-07-26, 87, 76, 81.5, 0.18, 0.0
1899-07-27, 86, 75, 80.5, 0.79, 0.0
1899-07-28, 89, 72, 80.5, 0.54, 0.0
1899-07-29, 88, 72, 80.0, 0.14, 0.0
1899-07-30, 95, 72, 83.5, 0.55, 0.0
1899-07-31, 80, 69, 74.5, 0.03, 0.0
1899-08-01, 84, 68, 76.0, 0.00, 0.0
1899-08-02, 90, 72, 81.0, 0.00, 0.0
1899-08-03, 90, 72, 81.0, 0.00, 0.0
1899-08-04, 92, 75, 83.5, 0.00, 0.0
1899-08-05, 99, 77, 88.0, 0.00, 0.0
1899-08-06, 88, 75, 81.5, 0.27, 0.0
1899-08-07, 85, 74, 79.5, 0.01, 0.0
1899-08-08, 83, 71, 77.0, 0.00, 0.0
1899-08-09, 84, 70, 77.0, 0.00, 0.0
1899-08-10, 88, 71, 79.5, 0.00, 0.0
1899-08-11, 93, 74, 83.5, 0.00, 0.0
1899-08-12, 84, 73, 78.5, 0.22, 0.0
1899-08-13, 90, 74, 82.0, 0.00, 0.0
1899-08-14, 94, 73, 83.5, 0.18, 0.0
1899-08-15, 82, 73, 77.5, 0.09, 0.0
1899-08-16, 77, 68, 72.5, 0.11, 0.0
1899-08-17, 76, 66, 71.0, 0.63, 0.0
1899-08-18, 78, 71, 74.5, 0.78, 0.0
1899-08-19, 80, 70, 75.0, 0.41, 0.0
1899-08-20, 92, 70, 81.0, 0.00, 0.0
1899-08-21, 95, 75, 85.0, 0.00, 0.0
1899-08-22, 92, 75, 83.5, 0.00, 0.0
1899-08-23, 85, 70, 77.5, 0.00, 0.0
1899-08-24, 83, 71, 77.0, 0.00, 0.0
1899-08-25, 85, 71, 78.0, 0.00, 0.0
1899-08-26, 85, 70, 77.5, 0.00, 0.0
1899-08-27, 79, 70, 74.5, T, 0.0
1899-08-28, 78, 69, 73.5, 0.00, 0.0
1899-08-29, 77, 69, 73.0, 0.00, 0.0
1899-08-30, 80, 70, 75.0, 0.03, 0.0
1899-08-31, 81, 71, 76.0, T, 0.0
1899-09-01, 82, 70, 76.0, 0.00, 0.0
1899-09-02, 84, 68, 76.0, 0.00, 0.0
1899-09-03, 90, 69, 79.5, 0.00, 0.0
1899-09-04, 82, 69, 75.5, 0.00, 0.0
1899-09-05, 84, 67, 75.5, 0.00, 0.0
1899-09-06, 98, 70, 84.0, 0.00, 0.0
1899-09-07, 84, 73, 78.5, 0.00, 0.0
1899-09-08, 90, 73, 81.5, 0.00, 0.0
1899-09-09, 83, 70, 76.5, T, 0.0
1899-09-10, 79, 65, 72.0, 0.14, 0.0
1899-09-11, 78, 66, 72.0, 0.07, 0.0
1899-09-12, 80, 66, 73.0, 0.00, 0.0
1899-09-13, 80, 64, 72.0, 0.00, 0.0
1899-09-14, 70, 63, 66.5, 0.00, 0.0
1899-09-15, 72, 62, 67.0, 0.00, 0.0
1899-09-16, 74, 62, 68.0, 0.00, 0.0
1899-09-17, 76, 62, 69.0, 0.00, 0.0
1899-09-18, 82, 65, 73.5, 0.00, 0.0
1899-09-19, 82, 68, 75.0, 0.02, 0.0
1899-09-20, 76, 67, 71.5, 0.03, 0.0
1899-09-21, 72, 62, 67.0, 0.06, 0.0
1899-09-22, 76, 60, 68.0, 0.00, 0.0
1899-09-23, 78, 60, 69.0, 0.00, 0.0
1899-09-24, 79, 64, 71.5, 0.00, 0.0
1899-09-25, 82, 65, 73.5, 0.03, 0.0
1899-09-26, 70, 61, 65.5, 0.02, 0.0
1899-09-27, 66, 53, 59.5, 0.00, 0.0
1899-09-28, 74, 51, 62.5, 0.00, 0.0
1899-09-29, 79, 59, 69.0, 0.00, 0.0
1899-09-30, 63, 55, 59.0, 0.00, 0.0
1899-10-01, 55, 47, 51.0, 0.00, 0.0
1899-10-02, 60, 49, 54.5, 0.00, 0.0
1899-10-03, 59, 50, 54.5, 0.00, 0.0
1899-10-04, 68, 50, 59.0, 0.00, 0.0
1899-10-05, 72, 56, 64.0, 0.02, 0.0
1899-10-06, 68, 63, 65.5, 0.97, 0.0
1899-10-07, 64, 59, 61.5, 0.00, 0.0
1899-10-08, 80, 61, 70.5, 0.32, 0.0
1899-10-09, 71, 55, 63.0, 0.00, 0.0
1899-10-10, 72, 57, 64.5, 0.00, 0.0
1899-10-11, 72, 56, 64.0, 0.00, 0.0
1899-10-12, 76, 60, 68.0, 0.00, 0.0
1899-10-13, 75, 59, 67.0, 0.00, 0.0
1899-10-14, 72, 62, 67.0, 0.00, 0.0
1899-10-15, 68, 65, 66.5, 0.00, 0.0
1899-10-16, 69, 64, 66.5, T, 0.0
1899-10-17, 75, 66, 70.5, 0.08, 0.0
1899-10-18, 77, 67, 72.0, 0.01, 0.0
1899-10-19, 77, 64, 70.5, 0.00, 0.0
1899-10-20, 72, 55, 63.5, 0.00, 0.0
1899-10-21, 55, 48, 51.5, 0.00, 0.0
1899-10-22, 56, 46, 51.0, 0.00, 0.0
1899-10-23, 72, 46, 59.0, 0.00, 0.0
1899-10-24, 80, 54, 67.0, 0.00, 0.0
1899-10-25, 71, 56, 63.5, 0.00, 0.0
1899-10-26, 74, 55, 64.5, 0.00, 0.0
1899-10-27, 79, 56, 67.5, 0.00, 0.0
1899-10-28, 78, 59, 68.5, 0.00, 0.0
1899-10-29, 77, 57, 67.0, 0.19, 0.0
1899-10-30, 61, 55, 58.0, 0.44, 0.0
1899-10-31, 75, 61, 68.0, 1.44, 0.0
1899-11-01, 68, 56, 62.0, 0.00, 0.0
1899-11-02, 60, 53, 56.5, 0.00, 0.0
1899-11-03, 72, 55, 63.5, 0.07, 0.0
1899-11-04, 57, 41, 49.0, T, 0.0
1899-11-05, 61, 39, 50.0, 0.00, 0.0
1899-11-06, 53, 46, 49.5, 0.00, 0.0
1899-11-07, 56, 44, 50.0, 0.00, 0.0
1899-11-08, 56, 46, 51.0, 0.05, 0.0
1899-11-09, 61, 44, 52.5, 0.10, 0.0
1899-11-10, 68, 46, 57.0, 0.00, 0.0
1899-11-11, 72, 48, 60.0, 0.00, 0.0
1899-11-12, 61, 43, 52.0, 0.00, 0.0
1899-11-13, 52, 40, 46.0, 0.00, 0.0
1899-11-14, 60, 39, 49.5, 0.00, 0.0
1899-11-15, 71, 50, 60.5, 0.00, 0.0
1899-11-16, 58, 52, 55.0, 0.00, 0.0
1899-11-17, 59, 51, 55.0, 0.00, 0.0
1899-11-18, 66, 52, 59.0, 0.00, 0.0
1899-11-19, 72, 49, 60.5, 0.00, 0.0
1899-11-20, 59, 44, 51.5, 0.00, 0.0
1899-11-21, 56, 43, 49.5, 0.00, 0.0
1899-11-22, 68, 45, 56.5, 0.00, 0.0
1899-11-23, 67, 49, 58.0, 0.45, 0.0
1899-11-24, 49, 43, 46.0, 0.03, 0.0
1899-11-25, 49, 35, 42.0, 0.00, 0.0
1899-11-26, 49, 41, 45.0, 0.00, 0.0
1899-11-27, 51, 40, 45.5, 0.00, 0.0
1899-11-28, 49, 45, 47.0, T, 0.0
1899-11-29, 59, 42, 50.5, 0.00, 0.0
1899-11-30, 64, 45, 54.5, 0.00, 0.0
1899-12-01, 68, 47, 57.5, 0.00, 0.0
1899-12-02, 57, 44, 50.5, 0.05, 0.0
1899-12-03, 61, 41, 51.0, 0.00, 0.0
1899-12-04, 51, 36, 43.5, 0.01, 0.0
1899-12-05, 44, 32, 38.0, 0.00, 0.0
1899-12-06, 51, 32, 41.5, 0.00, 0.0
1899-12-07, 42, 30, 36.0, 0.00, 0.0
1899-12-08, 51, 34, 42.5, 0.00, 0.0
1899-12-09, 50, 36, 43.0, 0.00, 0.0
1899-12-10, 57, 43, 50.0, T, 0.0
1899-12-11, 68, 54, 61.0, 0.00, 0.0
1899-12-12, 67, 49, 58.0, 0.40, 0.0
1899-12-13, 63, 43, 53.0, 0.00, 0.0
1899-12-14, 63, 45, 54.0, 0.00, 0.0
1899-12-15, 60, 34, 47.0, 0.00, 0.0
1899-12-16, 38, 30, 34.0, 0.00, 0.0
1899-12-17, 53, 38, 45.5, 0.00, 0.0
1899-12-18, 64, 41, 52.5, 0.00, 0.0
1899-12-19, 68, 45, 56.5, 0.07, 0.0
1899-12-20, 47, 38, 42.5, 0.06, 0.0
1899-12-21, 49, 38, 43.5, 0.00, 0.0
1899-12-22, 54, 34, 44.0, 0.00, 0.0
1899-12-23, 55, 33, 44.0, 0.00, 0.0
1899-12-24, 58, 43, 50.5, 0.62, 0.0
1899-12-25, 42, 31, 36.5, 0.00, 0.0
1899-12-26, 33, 26, 29.5, T, T
1899-12-27, 39, 22, 30.5, T, T
1899-12-28, 34, 29, 31.5, 0.03, 0.3
1899-12-29, 29, 19, 24.0, 0.00, 0.0
1899-12-30, 23, 14, 18.5, 0.00, 0.0
1899-12-31, 29, 11, 20.0, 0.00, 0.0
1900-01-01, 30, 20, 25.0, 0.11, 1.1
1900-01-02, 31, 13, 22.0, 0.00, 0.0
1900-01-03, 38, 22, 30.0, 0.00, 0.0
1900-01-04, 44, 25, 34.5, 0.00, 0.0
1900-01-05, 57, 28, 42.5, 0.00, 0.0
1900-01-06, 50, 37, 43.5, 0.00, 0.0
1900-01-07, 58, 31, 44.5, 0.00, 0.0
1900-01-08, 54, 36, 45.0, 0.00, 0.0
1900-01-09, 41, 32, 36.5, 0.00, 0.0
1900-01-10, 48, 35, 41.5, 0.30, 0.0
1900-01-11, 64, 43, 53.5, 0.33, 0.0
1900-01-12, 64, 36, 50.0, 0.15, 0.0
1900-01-13, 38, 34, 36.0, 0.00, 0.0
1900-01-14, 59, 30, 44.5, 0.00, 0.0
1900-01-15, 54, 43, 48.5, 0.00, 0.0
1900-01-16, 65, 36, 50.5, 0.00, 0.0
1900-01-17, 49, 40, 44.5, 0.00, 0.0
1900-01-18, 65, 45, 55.0, T, 0.0
1900-01-19, 65, 56, 60.5, 0.22, 0.0
1900-01-20, 60, 49, 54.5, 0.87, 0.0
1900-01-21, 52, 43, 47.5, 0.00, 0.0
1900-01-22, 59, 35, 47.0, 0.00, 0.0
1900-01-23, 64, 42, 53.0, 0.00, 0.0
1900-01-24, 53, 42, 47.5, 0.00, 0.0
1900-01-25, 59, 43, 51.0, 0.00, 0.0
1900-01-26, 49, 26, 37.5, 0.04, 0.0
1900-01-27, 37, 21, 29.0, 0.00, 0.0
1900-01-28, 40, 30, 35.0, 0.10, 0.4
1900-01-29, 36, 23, 29.5, 0.01, T
1900-01-30, 41, 21, 31.0, 0.00, 0.0
1900-01-31, 39, 20, 29.5, T, T
1900-02-01, 24, 13, 18.5, 0.00, 0.0
1900-02-02, 40, 16, 28.0, 0.00, 0.0
1900-02-03, 53, 30, 41.5, 0.00, 0.0
1900-02-04, 60, 39, 49.5, 0.28, 0.0
1900-02-05, 50, 37, 43.5, T, 0.0
1900-02-06, 57, 34, 45.5, T, 0.0
1900-02-07, 63, 42, 52.5, 0.00, 0.0
1900-02-08, 68, 53, 60.5, 0.09, 0.0
1900-02-09, 66, 39, 52.5, 0.00, 0.0
1900-02-10, 39, 32, 35.5, 0.38, 0.0
1900-02-11, 42, 34, 38.0, 0.24, 0.0
1900-02-12, 63, 40, 51.5, 0.46, 0.0
1900-02-13, 70, 45, 57.5, 0.74, 0.0
1900-02-14, 45, 36, 40.5, 0.00, 0.0
1900-02-15, 63, 37, 50.0, 0.00, 0.0
1900-02-16, 46, 34, 40.0, 0.01, 0.0
1900-02-17, 37, 26, 31.5, 0.16, 0.3
1900-02-18, 26, 18, 22.0, 0.02, 0.2
1900-02-19, 32, 18, 25.0, 0.00, 0.0
1900-02-20, 39, 23, 31.0, 0.00, 0.0
1900-02-21, 59, 32, 45.5, 0.30, 0.0
1900-02-22, 57, 44, 50.5, 0.47, 0.0
1900-02-23, 54, 38, 46.0, 0.00, 0.0
1900-02-24, 62, 38, 50.0, 0.08, 0.0
1900-02-25, 38, 19, 28.5, 0.52, T
1900-02-26, 32, 19, 25.5, 0.00, 0.0
1900-02-27, 25, 18, 21.5, 0.00, 0.0
1900-02-28, 55, 24, 39.5, 0.00, 0.0
1900-03-01, 63, 47, 55.0, 0.51, 0.0
1900-03-02, 50, 36, 43.0, 0.00, 0.0
1900-03-03, 48, 35, 41.5, 0.00, 0.0
1900-03-04, 59, 32, 45.5, 0.00, 0.0
1900-03-05, 61, 46, 53.5, 0.00, 0.0
1900-03-06, 70, 46, 58.0, T, 0.0
1900-03-07, 65, 40, 52.5, 0.11, 0.0
1900-03-08, 41, 36, 38.5, 0.44, 0.0
1900-03-09, 43, 36, 39.5, 0.39, 0.0
1900-03-10, 60, 42, 51.0, 0.03, 0.0
1900-03-11, 52, 35, 43.5, 0.00, 0.0
1900-03-12, 35, 22, 28.5, 0.05, 0.3
1900-03-13, 55, 27, 41.0, 0.00, 0.0
1900-03-14, 50, 39, 44.5, 0.00, 0.0
1900-03-15, 42, 31, 36.5, 0.04, 0.0
1900-03-16, 44, 28, 36.0, 0.50, 0.0
1900-03-17, 44, 27, 35.5, 0.00, 0.0
1900-03-18, 54, 26, 40.0, 0.00, 0.0
1900-03-19, 65, 47, 56.0, 0.07, 0.0
1900-03-20, 67, 47, 57.0, 0.13, 0.0
1900-03-21, 47, 33, 40.0, 0.00, 0.0
1900-03-22, 57, 31, 44.0, 0.00, 0.0
1900-03-23, 70, 43, 56.5, 0.00, 0.0
1900-03-24, 62, 40, 51.0, T, 0.0
1900-03-25, 44, 38, 41.0, 0.35, 0.0
1900-03-26, 50, 39, 44.5, 0.53, 0.0
1900-03-27, 54, 43, 48.5, 0.00, 0.0
1900-03-28, 52, 40, 46.0, 0.00, 0.0
1900-03-29, 64, 39, 51.5, 0.00, 0.0
1900-03-30, 56, 41, 48.5, 1.01, 0.0
1900-03-31, 46, 39, 42.5, 0.00, 0.0
1900-04-01, 56, 35, 45.5, 0.00, 0.0
1900-04-02, 60, 40, 50.0, 0.00, 0.0
1900-04-03, 62, 43, 52.5, 0.00, 0.0
1900-04-04, 56, 38, 47.0, 0.22, 0.0
1900-04-05, 55, 35, 45.0, T, 0.0
